product_key,category_key
525,4
526,4
527,4
528,4
529,4
530,4
531,4
532,4
533,4
534,4
535,4
536,4
537,4
538,4
539,4
540,4
541,4
542,4
543,4
544,4
545,4
546,4
547,4
548,4
549,4
550,4
551,4
552,4
553,4
554,4
555,4
556,4
557,4
558,4
559,4
560,4
561,4
562,4
563,4
564,4
565,4
566,4
567,4
568,4
569,4
570,4
571,4
572,4
573,4
574,4
575,4
576,4
577,4
578,4
579,4
580,4
581,4
582,4
583,4
584,4
585,4
586,4
587,4
588,4
589,4
590,4
591,4
592,4
593,4
594,4
595,4
596,4
597,4
598,4
599,4
600,4
601,4
602,4
603,4
604,4
605,4
606,4
607,4
94,11
95,11
96,11
97,11
98,11
99,11
100,11
101,11
102,11
103,11
104,11
105,11
106,11
107,11
108,11
109,11
110,11
111,11
112,11
113,11
114,11
115,11
116,11
117,11
118,11
119,11
120,11
121,11
122,11
123,11
124,11
125,11
126,11
127,11
128,11
129,11
130,11
131,11
132,11
133,11
134,11
135,11
136,11
137,11
138,11
139,11
140,11
141,11
142,11
143,11
144,11
145,11
146,11
147,11
148,11
149,11
150,11
151,11
152,11
153,11
154,11
155,11
156,11
157,11
158,11
159,11
160,11
161,11
162,11
163,11
164,11
165,11
166,11
167,11
168,11
169,11
170,11
171,11
172,11
173,11
174,11
175,11
176,11
177,11
178,11
179,11
180,11
181,11
182,11
183,11
184,11
185,11
186,11
187,11
188,11
189,11
190,11
191,11
192,11
193,11
194,11
195,11
196,11
197,11
198,11
199,11
200,11
201,11
202,11
203,11
204,11
205,11
206,11
207,11
208,11
209,11
210,11
211,11
212,11
213,11
214,11
215,11
216,11
217,11
218,11
219,11
220,11
221,11
222,11
223,11
224,11
225,11
226,11
227,11
228,11
229,11
230,11
231,11
232,11
233,11
234,11
235,11
236,11
237,11
238,11
239,11
240,11
241,11
242,11
243,11
244,11
245,11
246,11
247,11
248,11
249,11
250,11
251,11
252,11
253,11
254,11
255,11
256,11
257,11
258,11
259,11
260,11
261,11
262,11
263,11
264,11
265,11
266,11
267,11
268,11
269,11
270,11
271,11
272,11
273,11
274,11
275,11
276,11
277,11
278,11
279,11
280,11
281,11
282,11
283,11
284,11
285,11
286,11
287,11
288,11
289,11
290,11
291,11
292,11
293,11
294,11
295,11
296,11
297,11
298,11
299,11
300,11
301,11
302,11
303,11
304,11
305,11
306,11
307,11
308,11
309,11
310,11
311,11
312,11
313,11
314,11
315,11
316,11
317,11
318,11
319,11
320,11
321,11
322,11
323,11
324,11
325,11
326,11
327,11
328,11
329,11
330,11
331,11
332,11
333,11
334,11
335,11
336,11
337,11
338,11
339,11
340,11
341,11
342,11
343,11
344,11
345,11
346,11
347,11
348,11
349,11
350,11
351,11
352,11
353,11
354,11
355,11
356,11
357,11
358,11
359,11
360,11
361,11
362,11
363,11
364,11
365,11
366,11
367,11
368,11
369,11
370,11
371,11
372,11
373,11
374,11
375,11
376,11
377,11
378,11
379,11
380,11
381,11
382,11
383,11
384,11
385,11
386,11
387,11
388,11
389,11
390,11
391,11
392,11
393,11
394,11
395,11
396,11
397,11
398,11
399,11
400,11
401,11
402,11
403,11
404,11
405,11
406,11
407,11
408,11
409,11
410,11
411,11
412,11
413,11
414,11
415,11
416,11
417,11
418,11
419,11
420,11
421,11
422,11
423,11
424,11
425,11
426,11
427,11
428,11
429,11
430,11
431,11
432,11
433,11
434,11
435,11
436,11
437,11
438,11
439,11
440,11
441,11
442,11
443,11
444,11
445,11
446,11
447,11
448,11
449,11
450,11
451,11
452,11
453,11
454,11
455,11
456,11
457,11
458,11
459,11
460,11
461,11
462,11
463,11
464,11
465,11
466,11
467,11
468,11
469,11
470,11
471,11
472,11
473,11
474,11
475,11
476,11
477,11
478,11
479,11
480,11
481,11
482,11
483,11
484,11
485,11
486,11
487,11
488,11
489,11
490,11
491,11
492,11
493,11
494,11
495,11
496,11
497,11
498,11
499,11
500,11
501,11
502,11
503,11
504,11
505,11
506,11
507,11
508,11
509,11
510,11
511,11
512,11
513,11
514,11
515,11
516,11
517,11
518,11
519,11
520,11
521,11
522,11
523,11
524,11
525,11
526,11
527,11
528,11
529,11
530,11
531,11
532,11
533,11
534,11
535,11
536,11
537,11
538,11
539,11
540,11
541,11
542,11
543,11
544,11
545,11
546,11
547,11
548,11
549,11
550,11
551,11
552,11
553,11
554,11
555,11
556,11
557,11
558,11
559,11
560,11
561,11
562,11
563,11
564,11
565,11
566,11
567,11
568,11
569,11
570,11
571,11
572,11
573,11
574,11
575,11
576,11
577,11
578,11
579,11
580,11
581,11
582,11
583,11
584,11
585,11
586,11
587,11
588,11
589,11
590,11
591,11
592,11
593,11
594,11
595,11
596,11
597,11
598,11
599,11
600,11
601,11
602,11
603,11
604,11
605,11
606,11
607,11
608,5
609,5
610,5
611,5
612,5
613,5
95,5
614,5
615,5
616,5
617,5
618,5
619,5
97,5
98,5
620,5
621,5
622,5
623,5
624,5
625,5
626,5
627,5
628,5
629,5
630,5
102,5
631,5
632,5
633,5
634,5
112,5
635,5
636,5
637,5
123,5
638,5
639,5
640,5
144,5
148,5
641,5
642,5
643,5
644,5
645,5
646,5
192,5
647,5
202,5
648,5
649,5
226,5
650,5
651,5
652,5
653,5
654,5
655,5
656,5
657,5
658,5
659,5
660,5
661,5
662,5
663,5
664,5
665,5
666,5
667,5
668,5
669,5
339,5
670,5
671,5
672,5
673,5
674,5
675,5
676,5
677,5
678,5
679,5
680,5
385,5
420,5
681,5
682,5
683,5
684,5
685,5
686,5
687,5
688,5
470,5
689,5
690,5
691,5
692,5
693,5
694,5
695,5
545,5
696,5
697,5
698,5
699,5
700,5
701,5
702,5
703,5
704,5
705,5
706,5
707,5
708,5
709,5
710,5
711,5
712,5
713,5
714,5
715,5
716,5
717,5
718,5
719,5
720,5
608,1
609,1
610,1
611,1
612,1
613,1
95,1
614,1
615,1
616,1
617,1
618,1
619,1
97,1
98,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
102,1
631,1
632,1
633,1
634,1
112,1
635,1
636,1
637,1
123,1
638,1
639,1
640,1
144,1
148,1
641,1
642,1
643,1
644,1
645,1
646,1
192,1
647,1
202,1
648,1
649,1
226,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
339,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
385,1
420,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
470,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
545,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
94,13
95,13
721,13
722,13
723,13
724,13
725,13
726,13
637,13
727,13
728,13
124,13
729,13
126,13
730,13
132,13
135,13
731,13
137,13
640,13
732,13
733,13
734,13
735,13
736,13
146,13
737,13
738,13
739,13
740,13
741,13
742,13
743,13
744,13
745,13
642,13
746,13
747,13
748,13
749,13
750,13
751,13
752,13
753,13
754,13
755,13
756,13
190,13
757,13
758,13
759,13
760,13
199,13
198,13
200,13
761,13
762,13
763,13
648,13
203,13
764,13
765,13
766,13
767,13
218,13
220,13
768,13
224,13
82,13
231,13
232,13
769,13
770,13
229,13
771,13
772,13
773,13
774,13
775,13
776,13
777,13
778,13
779,13
780,13
781,13
656,13
252,13
659,13
782,13
783,13
784,13
785,13
261,13
786,13
265,13
787,13
272,13
788,13
789,13
790,13
791,13
277,13
792,13
285,13
793,13
794,13
795,13
796,13
797,13
798,13
799,13
297,13
800,13
801,13
300,13
802,13
304,13
303,13
803,13
804,13
805,13
806,13
807,13
808,13
809,13
810,13
811,13
665,13
668,13
319,13
812,13
813,13
814,13
306,13
815,13
816,13
817,13
818,13
819,13
321,13
820,13
821,13
822,13
823,13
824,13
825,13
826,13
827,13
333,13
828,13
829,13
830,13
831,13
832,13
833,13
834,13
341,13
835,13
836,13
837,13
838,13
839,13
350,13
840,13
841,13
842,13
843,13
844,13
845,13
846,13
674,13
847,13
848,13
849,13
850,13
851,13
852,13
853,13
854,13
855,13
856,13
857,13
858,13
359,13
358,13
859,13
860,13
861,13
862,13
863,13
864,13
865,13
866,13
867,13
868,13
869,13
676,13
870,13
871,13
872,13
873,13
874,13
875,13
390,13
876,13
877,13
878,13
879,13
680,13
880,13
881,13
882,13
883,13
395,13
678,13
884,13
885,13
886,13
887,13
888,13
889,13
890,13
891,13
892,13
893,13
894,13
425,13
895,13
896,13
897,13
898,13
899,13
900,13
901,13
414,13
902,13
903,13
904,13
905,13
906,13
907,13
908,13
909,13
910,13
911,13
912,13
453,13
913,13
914,13
915,13
916,13
917,13
918,13
919,13
920,13
921,13
922,13
455,13
682,13
923,13
924,13
925,13
926,13
927,13
928,13
929,13
930,13
931,13
932,13
933,13
934,13
935,13
936,13
937,13
938,13
939,13
940,13
941,13
942,13
943,13
944,13
688,13
469,13
945,13
946,13
947,13
948,13
949,13
950,13
951,13
952,13
953,13
954,13
955,13
956,13
957,13
958,13
468,13
959,13
960,13
961,13
536,13
962,13
963,13
964,13
965,13
966,13
967,13
527,13
968,13
693,13
969,13
970,13
505,13
971,13
972,13
973,13
974,13
975,13
497,13
976,13
977,13
978,13
979,13
980,13
981,13
982,13
983,13
984,13
985,13
692,13
986,13
987,13
988,13
989,13
501,13
990,13
991,13
992,13
993,13
994,13
995,13
996,13
552,13
997,13
998,13
999,13
1000,13
705,13
1001,13
1002,13
1003,13
711,13
568,13
91,13
92,13
712,13
572,13
573,13
1004,13
1005,13
579,13
1006,13
587,13
590,13
1007,13
1008,13
1009,13
594,13
1010,13
598,13
599,13
93,13
1011,13
1012,13
1013,13
1014,13
1015,13
1016,13
606,13
1017,13
605,13
1018,13
1019,13
1020,13
1021,13
1022,13
1023,13
94,9
95,9
721,9
722,9
723,9
724,9
725,9
726,9
637,9
727,9
728,9
124,9
729,9
126,9
730,9
132,9
135,9
731,9
137,9
640,9
732,9
733,9
734,9
735,9
736,9
146,9
737,9
738,9
739,9
740,9
741,9
742,9
743,9
744,9
745,9
642,9
746,9
747,9
748,9
749,9
750,9
751,9
752,9
753,9
754,9
755,9
756,9
190,9
757,9
758,9
759,9
760,9
199,9
198,9
200,9
761,9
762,9
763,9
648,9
203,9
764,9
765,9
766,9
767,9
218,9
220,9
768,9
224,9
82,9
231,9
232,9
769,9
770,9
229,9
771,9
772,9
773,9
774,9
775,9
776,9
777,9
778,9
779,9
780,9
781,9
656,9
252,9
659,9
782,9
783,9
784,9
785,9
261,9
786,9
265,9
787,9
272,9
788,9
789,9
790,9
791,9
277,9
792,9
285,9
793,9
794,9
795,9
796,9
797,9
798,9
799,9
297,9
800,9
801,9
300,9
802,9
304,9
303,9
803,9
804,9
805,9
806,9
807,9
808,9
809,9
810,9
811,9
665,9
668,9
319,9
812,9
813,9
814,9
306,9
815,9
816,9
817,9
818,9
819,9
321,9
820,9
821,9
822,9
823,9
824,9
825,9
826,9
827,9
333,9
828,9
829,9
830,9
831,9
832,9
833,9
834,9
341,9
835,9
836,9
837,9
838,9
839,9
350,9
840,9
841,9
842,9
843,9
844,9
845,9
846,9
674,9
847,9
848,9
849,9
850,9
851,9
852,9
853,9
854,9
855,9
856,9
857,9
858,9
359,9
358,9
859,9
860,9
861,9
862,9
863,9
864,9
865,9
866,9
867,9
868,9
869,9
676,9
870,9
871,9
872,9
873,9
874,9
875,9
390,9
876,9
877,9
878,9
879,9
680,9
880,9
881,9
882,9
883,9
395,9
678,9
884,9
885,9
886,9
887,9
888,9
889,9
890,9
891,9
892,9
893,9
894,9
425,9
895,9
896,9
897,9
898,9
899,9
900,9
901,9
414,9
902,9
903,9
904,9
905,9
906,9
907,9
908,9
909,9
910,9
911,9
912,9
453,9
913,9
914,9
915,9
916,9
917,9
918,9
919,9
920,9
921,9
922,9
455,9
682,9
923,9
924,9
925,9
926,9
927,9
928,9
929,9
930,9
931,9
932,9
933,9
934,9
935,9
936,9
937,9
938,9
939,9
940,9
941,9
942,9
943,9
944,9
688,9
469,9
945,9
946,9
947,9
948,9
949,9
950,9
951,9
952,9
953,9
954,9
955,9
956,9
957,9
958,9
468,9
959,9
960,9
961,9
536,9
962,9
963,9
964,9
965,9
966,9
967,9
527,9
968,9
693,9
969,9
970,9
505,9
971,9
972,9
973,9
974,9
975,9
497,9
976,9
977,9
978,9
979,9
980,9
981,9
982,9
983,9
984,9
985,9
692,9
986,9
987,9
988,9
989,9
501,9
990,9
991,9
992,9
993,9
994,9
995,9
996,9
552,9
997,9
998,9
999,9
1000,9
705,9
1001,9
1002,9
1003,9
711,9
568,9
91,9
92,9
712,9
572,9
573,9
1004,9
1005,9
579,9
1006,9
587,9
590,9
1007,9
1008,9
1009,9
594,9
1010,9
598,9
599,9
93,9
1011,9
1012,9
1013,9
1014,9
1015,9
1016,9
606,9
1017,9
605,9
1018,9
1019,9
1020,9
1021,9
1022,9
1023,9
94,3
95,3
721,3
722,3
723,3
724,3
725,3
726,3
637,3
727,3
728,3
124,3
729,3
126,3
730,3
132,3
135,3
731,3
137,3
640,3
732,3
733,3
734,3
735,3
736,3
146,3
737,3
738,3
739,3
740,3
741,3
742,3
743,3
744,3
745,3
642,3
746,3
747,3
748,3
749,3
750,3
751,3
752,3
753,3
754,3
755,3
756,3
190,3
757,3
758,3
759,3
760,3
199,3
198,3
200,3
761,3
762,3
763,3
648,3
203,3
764,3
765,3
766,3
767,3
218,3
220,3
768,3
224,3
82,3
231,3
232,3
769,3
770,3
229,3
771,3
772,3
773,3
774,3
775,3
776,3
777,3
778,3
779,3
780,3
781,3
656,3
252,3
659,3
782,3
783,3
784,3
785,3
261,3
786,3
265,3
787,3
272,3
788,3
789,3
790,3
791,3
277,3
792,3
285,3
793,3
794,3
795,3
796,3
797,3
798,3
799,3
297,3
800,3
801,3
300,3
802,3
304,3
303,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
665,3
668,3
319,3
812,3
813,3
814,3
306,3
815,3
816,3
817,3
818,3
819,3
321,3
820,3
821,3
822,3
823,3
824,3
825,3
826,3
827,3
333,3
828,3
829,3
830,3
831,3
832,3
833,3
834,3
341,3
835,3
836,3
837,3
838,3
839,3
350,3
840,3
841,3
842,3
843,3
844,3
845,3
846,3
674,3
847,3
848,3
849,3
850,3
851,3
852,3
853,3
854,3
855,3
856,3
857,3
858,3
359,3
358,3
859,3
860,3
861,3
862,3
863,3
864,3
865,3
866,3
867,3
868,3
869,3
676,3
870,3
871,3
872,3
873,3
874,3
875,3
390,3
876,3
877,3
878,3
879,3
680,3
880,3
881,3
882,3
883,3
395,3
678,3
884,3
885,3
886,3
887,3
888,3
889,3
890,3
891,3
892,3
893,3
894,3
425,3
895,3
896,3
897,3
898,3
899,3
900,3
901,3
414,3
902,3
903,3
904,3
905,3
906,3
907,3
908,3
909,3
910,3
911,3
912,3
453,3
913,3
914,3
915,3
916,3
917,3
918,3
919,3
920,3
921,3
922,3
455,3
682,3
923,3
924,3
925,3
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,3
935,3
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
688,3
469,3
945,3
946,3
947,3
948,3
949,3
950,3
951,3
952,3
953,3
954,3
955,3
956,3
957,3
958,3
468,3
959,3
960,3
961,3
536,3
962,3
963,3
964,3
965,3
966,3
967,3
527,3
968,3
693,3
969,3
970,3
505,3
971,3
972,3
973,3
974,3
975,3
497,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,3
984,3
985,3
692,3
986,3
987,3
988,3
989,3
501,3
990,3
991,3
992,3
993,3
994,3
995,3
996,3
552,3
997,3
998,3
999,3
1000,3
705,3
1001,3
1002,3
1003,3
711,3
568,3
91,3
92,3
712,3
572,3
573,3
1004,3
1005,3
579,3
1006,3
587,3
590,3
1007,3
1008,3
1009,3
594,3
1010,3
598,3
599,3
93,3
1011,3
1012,3
1013,3
1014,3
1015,3
1016,3
606,3
1017,3
605,3
1018,3
1019,3
1020,3
1021,3
1022,3
1023,3
97,10
98,10
102,10
1024,10
1025,10
1026,10
1027,10
148,10
1028,10
1029,10
1030,10
645,10
1031,10
1032,10
1033,10
652,10
1034,10
252,10
263,10
267,10
1035,10
279,10
1036,10
797,10
1037,10
301,10
664,10
310,10
1038,10
319,10
669,10
336,10
333,10
350,10
342,10
1039,10
1040,10
1041,10
1042,10
1043,10
373,10
1044,10
1045,10
396,10
1046,10
892,10
1047,10
1048,10
491,10
501,10
509,10
707,10
1049,10
1050,10
598,10
1051,10
1052,10
716,10
719,10
1053,10
1054,10
606,10
1055,10
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,2
1069,2
1070,2
1071,2
1072,2
1073,2
1074,2
1075,2
1076,2
1077,2
1078,2
1079,2
1080,2
1081,2
1082,2
1083,2
1084,2
1085,2
1086,2
1087,2
1088,2
1089,2
1090,2
1091,2
1092,2
1093,2
1094,2
1095,2
1096,2
1097,2
1098,2
1099,2
1100,2
1101,2
1102,2
1103,2
1104,2
1105,2
1106,2
1107,2
1108,2
1109,2
1110,2
1111,2
1112,2
1113,2
1114,2
1115,2
1116,2
1117,2
1118,2
1119,2
1120,2
1121,2
1122,2
1123,2
1124,2
1125,2
1126,2
1127,2
1128,2
1129,2
1130,2
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,2
1141,2
1142,2
1143,2
1144,2
1145,2
1146,2
1147,2
1148,2
1149,2
1150,2
1151,2
1152,2
1153,2
1154,2
1155,2
1156,2
1157,2
1158,2
1159,2
1160,2
1161,2
1162,2
1163,2
1164,2
1165,2
1166,2
1167,2
1168,2
1169,2
1170,2
1171,2
1172,2
1173,2
1174,2
1175,2
1176,2
1177,2
1178,2
1179,2
1180,2
1181,2
1182,2
1183,2
1184,2
1185,2
1186,2
1187,2
1188,2
1189,2
1190,2
1191,2
1192,2
1193,2
1194,2
1195,2
1196,2
1197,2
1198,2
1199,2
1200,2
1201,2
1202,2
1203,14
1204,14
1205,14
1206,14
1207,14
1208,14
1209,14
1210,14
1211,14
1212,14
1213,14
1214,14
1215,14
1216,14
1217,14
1218,14
1219,14
1220,14
1221,14
1222,14
1223,14
1224,14
1225,14
1226,14
1227,14
1228,14
1229,14
1230,14
1231,14
1232,14
1233,14
1234,14
1235,14
1236,14
1237,14
1238,14
1239,14
1240,14
1241,14
1242,14
1243,14
1244,14
1245,14
1246,14
1247,14
1248,14
1249,14
1250,14
1251,14
1252,14
1253,14
1254,14
1255,14
1256,14
1257,14
1258,14
1259,14
1260,14
1261,14
1262,14
1263,14
1264,14
1265,14
1266,14
1267,14
1268,14
1269,14
1270,14
1271,14
1272,14
1273,14
1274,14
1275,14
1276,14
1277,14
1278,14
1279,14
1280,14
1281,14
1282,14
1283,14
1284,14
1285,14
1286,14
1287,14
1288,14
1289,14
1290,14
1291,14
1292,14
1293,14
1294,14
1295,14
1296,14
1297,14
1298,14
1299,14
1300,14
1301,14
1302,14
1303,14
1304,14
1305,14
1306,14
1307,14
1308,14
1309,14
1310,14
1311,14
1312,14
1313,14
1314,14
1315,14
1316,14
1317,14
1318,14
1319,14
1320,14
1321,14
1322,14
1323,14
1324,14
1325,14
1326,14
1327,14
1328,14
1329,14
1330,14
1331,14
1332,14
1333,14
1334,14
1335,14
1336,14
1337,14
1338,14
1339,14
1340,14
1341,14
1342,14
1343,14
1344,14
1345,14
1346,14
1347,14
1348,14
1349,14
1350,14
1351,14
1352,14
1353,14
1354,14
1355,14
1356,14
1357,14
1358,14
1359,14
1360,14
1361,14
1362,14
1363,14
1364,14
1365,14
1366,14
1367,14
1368,14
1369,14
1370,14
1371,14
1372,14
1373,14
1374,14
1375,14
1376,14
1377,14
1378,14
1379,14
1380,14
1381,14
1382,14
1383,14
1384,14
1385,14
1386,14
1387,14
1388,14
1389,14
1390,14
1391,14
1392,14
1393,14
1394,14
1395,14
1396,14
1397,14
1398,14
1399,14
1400,14
1401,14
1402,14
1403,14
1404,14
1405,14
1406,14
1407,14
1408,14
1409,14
1410,14
1411,14
1412,14
1413,14
1414,14
1415,14
1416,14
1417,14
1418,14
1419,14
1420,14
1421,14
1422,14
1423,14
1424,14
1425,14
1426,14
1427,14
1428,14
1429,14
1430,14
1431,14
1432,14
1433,14
1434,14
1435,14
1436,14
1437,14
1438,14
1439,14
1440,14
1441,14
1442,14
1443,14
1444,14
1445,14
1446,14
1447,14
1448,14
1449,14
1450,14
1451,14
1452,14
1453,14
1454,14
1455,14
1456,14
1457,14
1458,14
1459,14
1460,14
1461,14
1462,14
1463,14
1464,14
1465,14
1466,14
1467,14
1468,14
1469,14
1470,14
1471,14
1472,14
1473,14
1474,14
1475,14
1476,14
1477,14
1478,14
1479,14
1480,14
1481,14
1482,14
1483,14
1484,14
1485,14
1486,14
1487,14
1488,14
1489,14
1490,14
1491,14
1492,14
1493,14
1494,14
1495,14
1496,14
1497,14
1498,14
1499,14
1500,14
1501,14
1502,14
1503,14
1504,14
1505,14
1506,14
1507,14
1508,14
1509,14
1510,14
1511,14
1512,14
1513,14
1514,14
1515,14
1516,14
1517,14
1518,14
1519,14
1520,14
1521,14
1522,14
1523,14
1524,14
1525,14
1526,14
1527,14
1528,14
1529,14
1530,14
1531,14
1532,14
1533,14
1534,14
1535,14
1536,14
1537,14
1538,14
1539,14
1540,14
1541,14
1542,14
1543,14
1544,14
1545,14
1203,12
1204,12
1205,12
1206,12
1207,12
1208,12
1209,12
1210,12
1211,12
1212,12
1213,12
1214,12
1215,12
1216,12
1217,12
1218,12
1219,12
1220,12
1221,12
1222,12
1223,12
1224,12
1225,12
1226,12
1227,12
1228,12
1229,12
1230,12
1231,12
1232,12
1233,12
1234,12
1235,12
1236,12
1237,12
1238,12
1239,12
1240,12
1241,12
1242,12
1243,12
1244,12
1245,12
1246,12
1247,12
1248,12
1249,12
1250,12
1251,12
1252,12
1253,12
1254,12
1255,12
1256,12
1257,12
1258,12
1259,12
1260,12
1261,12
1262,12
1263,12
1264,12
1265,12
1266,12
1267,12
1268,12
1269,12
1270,12
1271,12
1272,12
1273,12
1274,12
1275,12
1276,12
1277,12
1278,12
1279,12
1280,12
1281,12
1282,12
1283,12
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1300,12
1301,12
1302,12
1303,12
1304,12
1305,12
1306,12
1307,12
1308,12
1309,12
1310,12
1311,12
1312,12
1313,12
1314,12
1315,12
1316,12
1317,12
1318,12
1319,12
1320,12
1321,12
1322,12
1323,12
1324,12
1325,12
1326,12
1327,12
1328,12
1329,12
1330,12
1331,12
1332,12
1333,12
1334,12
1335,12
1336,12
1337,12
1338,12
1339,12
1340,12
1341,12
1342,12
1343,12
1344,12
1345,12
1346,12
1347,12
1348,12
1349,12
1350,12
1351,12
1352,12
1353,12
1354,12
1355,12
1356,12
1357,12
1358,12
1359,12
1360,12
1361,12
1362,12
1363,12
1364,12
1365,12
1366,12
1367,12
1368,12
1369,12
1370,12
1371,12
1372,12
1373,12
1374,12
1375,12
1376,12
1377,12
1378,12
1379,12
1380,12
1381,12
1382,12
1383,12
1384,12
1385,12
1386,12
1387,12
1388,12
1389,12
1390,12
1391,12
1392,12
1393,12
1394,12
1395,12
1396,12
1397,12
1398,12
1399,12
1400,12
1401,12
1402,12
1403,12
